,asin,title,categories
2512,0785149333,Dark Tower: The Gunslinger- The Battle of Tull,Books
2513,0785149112,Gorilla Man,Books
2514,0785148728,"New Avengers, Vol. 1",Books
2516,0785149511,Daredevil by Brian Michael Bendis &amp; Alex Maleev Ultimate Collection - Book 3,Books
2517,0785149546,"Spider-Man: The Complete Clone Saga Epic, Book 3",Books
2518,078514904X,One Month to Live,Books
2519,0785149252,Franklin Richards: Son of a Genius Ultimate Collection - Book 2,Books
2521,0785149341,Dark Tower: The Gunslinger: The Battle of Tull,Books
2522,0785148388,Thor: The World Eaters,Books
2523,0785147748,Thunderbolts: Cage,Books
2524,0785148663,Nemesis,Books
2525,0785148000,Mighty Avengers: Siege,Books
2526,0785149732,"The Mighty Thor Omnibus, Vol. 1",Books
2527,078514885X,Heroic Age,Books
2528,0785145923,Power Pack Classic - Volume 2 (Graphic Novel Pb),Books
2529,0785148965,Red Hulk: Scorched Earth,Books
2530,0785149384,Dark Tower: The Gunslinger: The Man in Black,Books
2531,078514840X,Journey Into Mystery: Fear Itself,Books
2532,0785148922,X-Factor: Second Coming (X-Factor (Unnumbered)),Books
2533,0785148574,"Uncanny X-Force, Vol. 2: Deathlok Nation",Books
2534,0785149317,Dark Tower: The Gunslinger - The Little Sisters of Eluria,Books
2535,0785149368,The Dark Tower: The Gunslinger: The Way Station,Books
2536,0785148167,Siege: X-Men,Books
2537,0785149120,Women of Marvel: Celebrating Seven Decades Handbook,Books
2538,0785148469,X-Men: Curse of the Mutants,Books
2539,0785148329,Thor: Heaven &amp; Earth (Thor (Marvel Hardcover)),Books
2540,0785149767,Thor: Godstorm,Books
2541,0785149198,"Ultimate Spider-Man: Ultimate Collection, Vol. 3",Books
2542,0785149279,"Thor by Dan Jurgens &amp; John Romita Jr, Vol. 4",Books
2543,0785148698,Moon Knight: Countdown to Dark,Books
2544,0785149295,"Excalibur Visionaries: Warren Ellis, Vol. 2",Books
2545,0785147578,"Secret Warriors, Vol. 3: Wake the Beast",Books
2546,078514918X,Supreme Power: Contact,Books
2548,0785150145,Marvel Masterworks: Atlas Era Strange Tales - Volume 4,Books
2549,0785149694,Marvelman Family's Finest (Marvelman Classic),Books
2550,078514823X,Strange Tales II,Books
2551,0785149627,Captain America: Scourge of the Underworld,Books
2552,0785146741,X-Necrosha,Books
2553,0785149163,The Ultimates 2: Ultimate Collection,Books
2554,0785149619,Captain America: Man &amp; Wolf,Books
2555,078514983X,Tomb of Dracula - Volume 3,Books
2556,0785149686,Thor &amp; Loki: Blood Brothers,Books
2557,0785149775,Thor: If Asgard Should Perish,Books
2558,0785148604,Avengers: Mythos (Avengers (Marvel Unnumbered)),Books
2559,0785150161,Marvel Masterworks: Atlas Era Strange Tales - Volume 5,Books
2560,0785148639,"Casanova, Vol. 2: Gula",Books
2561,078515034X,"Marvel Masterworks: Nick Fury, Agent of S.H.I.E.L.D. - Volume 3",Books
2562,0785148655,Nemesis,Books
2563,0785149848,X-Force: A Force to be Reckoned With,Books
2564,078514935X,Dark Tower - the Gunslinger: The Way Station,Books
2565,0785150188,Marvel Masterworks: Atlas Era Venus - volume 1,Books
2566,0785149570,The 'Nam - Volume 2,Books
2567,0785148701,Moonknight Countdown to Dark Direct Market Edition Hardcover,Books
2568,0785149783,Thor: Ragnarok,Books
2569,0785148361,"Invincible Iron Man, Vol. 7: My Monsters",Books
2570,078515020X,Marvel Masterworks: Daredevil Volume 6,Books
2571,0785149414,Dark Tower: The Gunslinger: Last Shots,Books
2572,0785148930,Deadpool Pulp,Books
2573,0785146687,X-Men Legacy: Collision,Books
2574,0785150102,Marvel Masterworks: Atlas Era Battlefield - Volume 1,Books
2575,0785150994,"Mighty Thor Omnibus HC Jack Kirby (Direct Market Edition, 01)",Books
2576,0785150544,Marvel Masterworks: The Amazing Spider-Man - Volume 6,Books
2577,0785150587,"Fantastic Four, Vol. 5 (Marvel Masterworks)",Books
2578,0785150242,Marvel Masterworks: Golden Age Captain America - Volume 6,Books
2579,078515082X,Captain America: To Serve &amp; Protect (Marvel Premiere Editions),Books
2580,0785149791,Thor: The Death of Odin,Books
2581,0785149651,Captain America: The Captain,Books
2582,0785150226,Marvel Masterworks: Doctor Strange - Volume 5 (Marvel Masterworks (Unnumbered)),Books
2583,0785150641,"The Mighty Thor, Vol. 2 (Marvel Masterworks)",Books
2584,0785149228,Tomb of Dracula - Volume 2,Books
2585,0785149856,X-Force: Under The Gun,Books
2586,0785148760,Astonishing Thor (Thor (Marvel Hardcover)),Books
2587,0785147861,Wolverine: Wolverine vs. the X-Men,Books
2588,0785149600,Captain America by Jack Kirby Omnibus (Marvel Omnibus),Books
2589,0785150021,Kabuki - Volume 1: Circle of Blood,Books
2590,0785150005,She-Hulks: Hunt for the Intelligencia,Books
2591,0785150420,Marvel Masterworks: The Incredible Hulk - Volume 6,Books
2592,0785150323,Marvel Masterworks: Iron Fist Volume 1,Books
2593,0785150447,Marvel Masterworks: The Invincible Iron Man - Volume 7,Books
2594,0785148744,,Books
2595,0785149740,Thor vs. Hercules,Books
2596,0785150781,"Captain America Omnibus, Vol. 1",Books
2597,0785150919,"Essential Captain America, Vol. 6 (Marvel Essentials)",Books
2598,0785147640,Siege: Embedded,Books
2599,0785149902,Daredevil: Shadowland,Books
2600,0785146512,"Wolverine: Weapon X, Vol. 3: Tomorrow Dies Today",Books
2601,0785149813,Thor: The Quest for Odin,Books
2602,0785150951,Thor: Black Galaxy Saga,Books
2603,0785149716,Squadron Supreme by Mark Gruenwald (Marvel Omnibus),Books
2604,0785150269,Marvel Masterworks: Golden Age Marvel Comics - Volume 7,Books
2605,0785148035,Secret Warriors - Volume 5: Night,Books
2606,078515115X,Astonishing X-Men - Volume 7: Monstrous,Books
2607,0785149708,X-Force: Cable &amp; the New Mutants,Books
2608,0785149554,"Spider-Man: The Complete Clone Saga Epic, Book 4",Books
2609,0785150331,"Marvel Masterworks Iron Fist From Marvel Premiere Nos. 15-25 and Iron Fist Nos. 1-2 (Marvel Masterworks, Volume 160)",Books
2610,0785150889,Thor: Gods on Earth,Books
2611,0785149376,Dark Tower: The Gunslinger: The Man in Black,Books
2612,0785150846,Captain America: American Nightmare,Books
2613,0785151176,"Avengers, Vol. 3",Books
2614,0785150668,"Marvel Masterworks: The Mighty Thor, Vol. 3",Books
2615,0785151397,Deadpool Team-Up Volume 3: BFFs,Books
2616,0785150099,"Spider-Man: The Complete Clone Saga Epic, Book 5",Books
2617,0785149821,Thor: Worldengine,Books
2618,0785151001,Incredible Hulk: The End,Books
2619,078515048X,Marvel Masterworks: The Sub-Mariner - Volume 4,Books
2620,0785151338,Daredevil: Reborn,Books
2621,0785150706,Marvel Masterworks: The X-Men Volume 3,Books
2622,0785150463,Marvel Masterworks - The Mighty Thor - Volume 10,Books
2623,0785151311,Chaos War,Books
2624,0785150382,Marvel Masterworks: The Avengers Volume 11,Books
2625,0785151575,Chaos War: Incredible Hulks (Hulk (Paperback Marvel)),Books
2626,078515101X,5 Ronin,Books
2627,0785150870,Thor: Lord of Asgard,Books
2628,0785151605,Captain America &amp; The Korvac Saga (Captain America (Unnumbered Paperback)),Books
2629,0785149325,Dark Tower: The Gunslinger: The Little Sisters of Eluria,Books
2630,0785149589,Official Index to the Marvel Universe: Uncanny X-Men,Books
2631,0785151133,Carnage: Family Feud,Books
2632,0785151222,Captain America: Prisoner of War,Books
2633,0785151117,Captain America: Living Legend,Books
2634,0785149139,X-Men: The Dark Phoenix Saga,Books
2635,0785150897,Thor: Spiral,Books
2636,0785151486,Halo - Fall of Reach: Covenant,Books
2637,0785151125,Carnage: Family Feud,Books
2638,0785150129,Marvel Masterworks: Atlas Era Jungle Adventure Volume 2 (Marvel Masterworks (Unnumbered)),Books
2639,0785151206,Captain America: The Trial of Captain America,Books
2640,0785150404,Marvel Masterworks: The Fantastic Four - Volume 13,Books
2641,0785151540,Avengers: We are the Avengers,Books
2642,0785151184,Klaws of the Panther,Books
2643,078515129X,Captain America: Man Out of Time,Books
2644,0785151753,Osborn: Evil Incarcerated,Books
2645,0785151745,Namor: The First Mutant - Volume 1:  Curse of the Mutants,Books
2646,0785150803,Captain America: Operation Rebirth (Marvel Premiere Editions),Books
2647,0785151168,"Avengers, Vol. 3",Books
2648,0785150900,Thor: Gods &amp; Men,Books
2649,0785152113,Punishermax: Homeless,Books
2650,0785151087,Spider-Man: The Return of Anti-Venom,Books
2652,078515096X,Captain America vs. The Red Skull,Books
2653,0785151664,Thor: The Trials of Loki,Books
2654,0785151621,Thor / Iron Man: God Complex,Books
2655,0785151060,Spider-Man: The Fantastic Spider-Man,Books
2656,0785151974,Marvel Adventures Thor: Bringers of the Storm (Marvel Adventures/Marvel Universe),Books
2657,0785151559,Incognito: Bad Influences,Books
2658,0785149635,Captain America: Sentinel of Liberty,Books
2659,0785152210,Thunderbolts: Violent Rejection,Books
2660,0785151702,"Moon Knight, Vol. 1",Books
2661,0785149244,Franklin Richards: Son of a Genius Ultimate Collection - Book 1,Books
2662,0785150927,The Legacy of Captain America,Books
2663,078515177X,Fear Itself: Secret Avengers,Books
2664,0785152059,Hawkeye &amp; Mockingbird/Black Widow: Widowmaker,Books
2665,0785152075,Captain America: Red Skull - Incarnate,Books
2666,0785151672,Marvel Zombies Supreme,Books
2667,078515244X,Generation Hope: The End of a Generation,Books
2668,0785150862,Trouble,Books
2669,0785152105,PunisherMAX: Homeless,Books
2670,0785151761,Namor: The First Mutant Volume 2: Namor Goes to Hell,Books
2671,0785151389,Deadpool - Volume 7: Space Oddity,Books
2672,0785152318,New Mutants Volume 4: Unfinished Business,Books
2673,0785152288,X-Men: To Serve and Protect,Books
2674,0785151230,Captain America and Bucky: The Life Story of Bucky Barnes,Books
2675,0785152172,Super Hero Squad Volume 3: A Squad for All Seasons (Marvel Super Hero Squad),Books
2676,0785151915,Thor: First Thunder,Books
2677,0785150560,"The Avengers, Vol. 3 (Marvel Masterworks)",Books
2678,0785151303,Thor: The Art of Thor the Movie,Books
2679,0785152407,"Daredevil, Vol. 2",Books
2680,0785149422,Spider-Man Newspaper Strips - Volume 2,Books
2681,0785152512,"Scarlet, Book 1",Books
2682,0785152555,"Secret Avengers, Vol. 3: Run the Mission, Don't Get Seen, Save the World",Books
2683,0785148248,Deadpool Corps - Volume 1: Pool-Pocalypse,Books
2684,0785152466,Kick-Ass 2,Books
2685,0785151648,Iron Man: Armored Vengeance,Books
2686,0785148884,Shadowland: Street Heroes,Books
2687,0785152377,"Daredevil, Vol. 1",Books
2688,0785150366,Marvel Masterworks: The Amazing Spider-Man - Volume 13 (Marvel Masterworks Presents),Books
2689,0785152458,Kick-Ass 2,Books
2690,0785151842,Shadowland: Blood on the Streets,Books
2691,0785146873,Spider-Man: The Osborn Identity (Amazing Spider-Man (Paperback Unnumbered)),Books
2693,0785152334,New Mutants - Volume 5: A Date with the Devil,Books
2694,0785152253,Uncanny X-Men: Quarantine,Books
2695,0785152911,X-Men Legacy: Lost Legions (X-Men (Marvel Hardcover)),Books
2696,0785151710,"Moon Knight, Vol. 2",Books
2697,0785150935,"Essential Thor, Vol. 5 (Marvel Essentials)",Books
2698,078514966X,Captain America: War &amp; Remembrance,Books
2699,0785152822,"X-23, Vol. 3: Don't Look Back",Books
2700,0785151958,Ultimate Comics Captain America,Books
2701,0785152601,Taskmaster: Unthinkable,Books
2702,0785152385,"Daredevil, Vol. 1",Books
2703,0785152423,Generation Hope: Schism,Books
2704,078515258X,Marvel Adventures Spider-Man: Tangled Web Digest,Books
2705,078515180X,"New Avengers, Vol. 3",Books
2706,0785152199,Shadowland: Thunderbolts (Shadowland (Marvel Paperback)),Books
2707,0785152857,X-Factor: Hard Labor (X-Factor (Unnumbered)),Books
2708,0785151273,Captain America: Hail Hydra,Books
2709,0785149678,"X-Men: Generation X Classic, Vol. 1",Books
2710,0785153217,Warriors Three: Dog Day Afternoon,Books
2711,0785152741,Ultimate Spider-Man: Death of Spider-Man,Books
2712,0785153136,X-Men First Class - Volume 1,Books
2713,0785151818,The Punisher: In the Blood,Books
2714,0785152695,Iron Age,Books
2715,0785151982,Captain America: Fighting Avenger Volume 1,Books
2716,0785151354,"Deadpool Volume 6: I Rule, You Suck",Books
2717,0785153020,"Deadpool Classic, Vol. 4",Books
2718,0785152717,Thunderstrike: Youth in Revolt,Books
2719,0785151192,The Trial of Captain America,Books
2720,078515311X,"What If? Classic, Vol. 7",Books
2721,0785152067,Black Panther: The Man Without Fear: Fear Itself,Books
2722,0785153497,X-Men: Bishop's Crossing,Books
2723,0785152083,PunisherMAX: Frank,Books
2724,0785153055,Power Pack Classic - Volume 3,Books
2725,0785152164,Super Hero Squad: Super Hero Safari (Marvel Superhero Squad),Books
2726,0785152962,"X-23, Vol. 2: Chaos Theory",Books
2727,0785152792,Wolverine: Wolverine's Revenge,Books
2728,0785153624,Marvel Universe Ultimate Spider-Man - Comic Reader 2 (Marvel Comic Readers),Books
2729,0785152474,Power Man and Iron Fist: The Comedy of Death,Books
2730,0785153225,"Invincible Iron Man, Vol. 8: Unfixable",Books
2731,0785151850,Avengers vs. Pet Avengers,Books
2732,078515289X,X-Men: Age of X,Books
2733,0785153039,Fantastic Four: Extended Family,Books
2734,0785152830,X-Factor: Scar Tissue (X-Factor (Unnumbered)),Books
2735,0785151699,"Moon Knight, Vol. 1",Books
2736,0785153063,"Sensational She-Hulk, Vol. 1",Books
2737,0785152954,"X-23, Vol. 1: The Killing Dream",Books
2738,0785152628,"Journey into Mystery, Vol. 2: Fear Itself Fallout",Books
2740,0785152997,"Incredible Hulks, Vol. 4: Dark Son",Books
2741,0785153640,Marvel Universe Avengers Earth's Mightiest Heroes - Comic Reader 2 (Marvel Comic Readers),Books
2742,0785151907,"THOR TALES OF ASGARD TP KIRBY DM VAR (THOR TALES OF ASGARD, KIRBY DM VAR)",Books
2743,0785151028,Spider-Man: Matters of Life and Death,Books
2744,0785154388,X-Factor by Peter David: The Complete Collection Volume 1,Books
2745,0785153861,Wolverine Comic Reader 1 (Marvel Comic Readers),Books
2746,0785154426,Daredevil Volume 7,Books
2747,0785151516,Halo: Fall of Reach: Invasion,Books
2748,0785153101,Vampire Tales - Volume 2,Books
2749,0785153160,"Powers: The Definitive Hardcover Collection, Vol. 4",Books
2750,0785152881,X-Men: First to Last (X-Men (Marvel Paperback)),Books
2751,0785154167,The Amazing Spider-Man 2 Prelude (Amazing Spider-Man (Graphic Novels)),Books
2752,0785153314,The Stand Omnibus,Books
2753,0785153616,Marvel Universe Ultimate Spider-Man - Comic Reader 1 (Marvel Comic Readers),Books
2754,0785152946,X-Men: Curse of the Mutants - Mutants vs. Vampires,Books
2755,078515230X,New Mutants: Unfinished Business,Books
2756,078515356X,Torso,Books
2757,0785153004,Wolverine &amp; Black Cat: Claws 2,Books
2758,0785152024,Avengers Academy: Second Semester,Books
2759,0785153195,Hulk: Hulk No More (Incredible Hulk),Books
2760,0785148515,Deadpool Max: Nutjob,Books
2761,0785155112,Mystique by Brian K. Vaughan Ultimate Collection,Books
2762,0785152725,Ultimate Comics Avengers vs. New Ultimates,Books
2763,0785154469,Deadpool by Posehn &amp; Duggan Volume 1,Books
2764,0785151044,Spider-Man: Spider-Island,Books
2766,0785153322,The Art of Marvel Studios,Books
2767,0785153462,Hulk: Return of the Monster (Hulk (Hardcover Marvel)),Books
2768,078515390X,Fantomex Max,Books
2769,0785155309,"X-men: Fallen Angels #1-8 (Marvel Premiere Classic, 73)",Books
2770,0785154418,Marvel's Captain America: The First Avenger: The Screenplay,Books
2771,0785154299,Punisher Max by Jason Aaron &amp; Steve Dillon Omnibus,Books
2772,0785153977,Shadow Walk,Books
2773,0785155074,Ultimatum Companion,Books
2774,0785152784,What if?: Dark Avengers,Books
2775,078515308X,"The Thing Classic, Vol. 1",Books
2776,0785155139,X-Men: Alpha Flight,Books
2777,0785155171,Captain America by Dan Jurgens Volume 1,Books
2778,0785152563,"Secret Avengers: Run the Mission, Don't Get Seen, Save the World",Books
2779,0785154329,X-Men Legacy Volume 4: For We Are Many (Marvel Now),Books
2780,0785153632,Marvel Universe Avengers Earth's Mightiest Heroes - Comic Reader 1 (Marvel Comic Readers),Books
2781,0785155201,Impossible Man,Books
2782,078515549X,Dr. Strange: Strange Tales,Books
2783,0785153942,Pacific Rim: Tales From Year Zero (Legendary Comics),Books
2784,0785152032,Avengers Academy: Second Semester,Books
2785,0785153748,Marvel Universe Avengers Earth's Mightiest Comic Reader 3 (Marvel Comic Readers),Books
2786,0785154841,New Avengers Volume 3: Other Worlds (Marvel Now),Books
2787,0785155031,New X-Men by Grant Morrison - Book 1 (New X-Men (Marvel)),Books
2788,078515440X,She-Hulk by Dan Slott: The Complete Collection Volume 1,Books
2789,0785153705,AVENGERS: Season One Graphic Novel (EXCLUSIVE EDITION) (Avengers),Books
2790,0785153799,Thor: Season One,Books
2791,0785155244,X-Men: Lifedeath,Books
2793,0785154477,Oz: The Wonderful Wizard of Oz (Oz (Marvel)),Books
2794,0785155155,Thing: Liberty Legion,Books
2795,0785155465,Wolverine and Jubilee: Curse of the Mutants,Books
2796,0785152016,Fear Itself: Avengers Academy,Books
2797,0785155104,Emma Frost Ultimate Collection,Books
2798,078515521X,Mystique by Sean McKeever Ultimate Collection,Books
2799,078515275X,"Ultimate Comics Spider-Man, Vol. 4: Death of Spider-Man",Books
2800,078515535X,The Marvel Art of John Romita Jr.,Books
2801,0785154485,Superior Spider-Man Volume 2 (The Superior Spider-Man),Books
2802,0785156054,Fantastic Four: The Overthrow of Doom,Books
2806,0785153152,Chaos War: X-Men (X-Men (Marvel Paperback)),Books
2807,078515583X,Marvel Adventures Avengers: Hulk,Books
2808,0785155457,Spider-Man: The Complete Ben Reilly Epic Book 1 (Spider-Man (Graphic Novels)),Books
2809,0785156038,"Incredible Hulk Visionaries: Peter David, Vol. 8",Books
2810,0785155546,Dorothy and the Wizard in Oz,Books
2811,0785153276,Castle: Richard Castle's Deadly Storm,Books
2812,0785155864,Ruse: The Victorian Guide to Murder,Books
2813,0785155023,Captain America: Allies &amp; Enemies,Books
2814,0785156119,New Warriors Classic - Volume 3,Books
2815,0785155813,Heroes for Hire: Control,Books
2816,0785156011,Hawkeye: Blindspot,Books
2817,0785153012,Avengers: Citizen Kang,Books
2818,0785155007,Avengers - West Coast Avengers: Family Ties,Books
2819,0785156135,Spider-Man: The Complete Ben Reilly Epic Book 3,Books
2820,0785155686,Deadpool/Amazing Spider-Man/Hulk: Identity Wars,Books
2821,0785153780,Marvel's Thor: The Dark World Prelude (Thor (Graphic Novels)),Books
2822,0785156046,Vampire Tales Volume 3,Books
2823,0785153268,Takio,Books
2824,0785156240,"The Mighty Thor, Vol. 1",Books
2825,0785156550,"Fantastic Four by Waid &amp; Wieringo Ultimate Collection, Book 1",Books
2826,0785156070,Fantastic Four: The World's Greatest Comic Magazine,Books
2827,0785156569,Punisher Max Volume 6,Books
2828,078515616X,Death of Dracula,Books
2829,0785153144,X-Men First Class - Volume 2 (X-Men: First Class (Marvel Comics Numbered)),Books
2831,0785156089,Mystic: The Tenth Apprentice,Books
2832,0785155392,New X-Men by Grant Morrison Book 8,Books
2833,0785153756,Marvel Universe Avengers Earth's Mightiest Comic Reader 4 (Marvel Comic Readers),Books
2834,0785156143,Thor: Wolves of the North,Books
2835,0785153837,Marvel Universe Iron Man - Comic Reader 1 (Marvel Comic Readers),Books
2836,078515146X,Halo: Fall of Reach Bootcamp,Books
2839,0785156313,Incredible Hulk: Heart of the Monster,Books
2840,0785153047,"Namor Visionaries - John Byrne, Vol. 1",Books
2841,0785155783,Planet Red Hulk,Books
2842,0785156348,Wolverine - the Best There Is: Broken Quarantine,Books
2843,0785155317,X-Men: X-Tinction Agenda,Books
2844,0785155406,Captain America by Dan Jurgens - Volume 2,Books
2845,0785156151,Origins of Marvel Comics,Books
2846,0785152326,New Mutants: A Date with the Devil,Books
2847,0785155090,Captain America: The Art of Captain America - The First Avenger,Books
2848,0785155430,Excalibur Visionaries - Alan Davis Volume 3,Books
2849,0785151141,Astonishing X-Men: Monstrous,Books
2850,0785156356,X-Men Legacy: Aftermath (X-Men (Marvel Hardcover)),Books
2851,0785155856,Marvel Universe Avengers: United (Marvel Adventures/Marvel Universe),Books
2852,0785155805,Fear Itself: Hulk/Dracula (Incredible Hulk),Books
2853,0785157042,Venom By Daniel Way Ultimate Collection,Books
2854,0785155791,Hulk: Fear Itself,Books
2855,0785156399,"Wolverine, Vol. 1",Books
2856,0785154396,X-Factor by Peter David: The Complete Collection Volume 2 (X-Factor: the Complete Collection),Books
2857,0785156496,Deadpool: Dead Head Redemption (Deadpool (Unnumbered)),Books
2858,0785157085,"Captain America, Vol. 1",Books
2859,0785153098,Thunderbolts Classic - Volume 1,Books
2861,0785156771,"Venom, Vol. 1",Books
2862,078515633X,Wolverine: The Best There Is: Broken Quarantine,Books
2863,0785156852,Emma (Marvel Illustrated),Books
2864,0785156925,Marvel Universe vs. Wolverine,Books
2865,0785155279,Rocket Raccoon: Guardian of the Keystone Quadrant,Books
2866,078515504X,Young Marvelman Classic - Volume 1,Books
2867,0785157131,"Ultimate Comics Spider-Man, Vol. 1",Books
2869,0785156704,Spider-Man: The Extremist,Books
2870,0785153071,X-Men - Volume 2 Omnibus (Marvel Omnibus),Books
2871,0785156577,"Fantastic Four by Waid &amp; Wieringo Ultimate Collection, Book 3",Books
2873,0785157344,Ghost Rider: The Complete Series by Rob Williams,Books
2874,0785156798,"Wolverine and the X-Men, Vol. 1",Books
2875,0785155198,Deadpool Classic Volume 5,Books
2876,0785156526,"Anita Blake, Vampire Hunter: The Laughing Corpse Ultimate Collection (Anita Blake, Vampire Hunter (Marvel Paper))",Books
2877,0785153985,Painkiller Jane: The Price of Freedom,Books
2878,0785155600,X-Men/Steve Rogers: Escape from the Negative Zone (X-Men (Marvel Hardcover)),Books
2879,0785157492,Spider-Man: Am I An Avenger? (Spider-Man (Graphic Novels)),Books
2880,0785157468,Ultimate Six (Marvel Premiere Editions),Books
2881,0785157573,Green Goblin: A Lighter Shade of Green,Books
2882,0785156941,Skaar: King of the Savage Land,Books
2883,0785157255,Captain America: First Vengeance (Captain America: The First Avenger),Books
2884,0785156720,Jinx: The Essential Collection,Books
2885,0785157441,Ultimate Comics Hawkeye by Jonathan Hickman,Books
2886,078515261X,Journey Into Mystery: Fear Itself Fallout,Books
2887,0785156305,Avengers Academy: Arcade - Death Game,Books
2888,0785157352,"The Punisher, Vol. 1",Books
2889,0785156410,Fantastic Four: Season One,Books
2890,0785157751,Wolverine and Jubilee: Curse of the Mutants,Books
2891,078515745X,Runaways Volume 6: Parental Guidance,Books
2892,0785155716,Supreme Power: Gods and Soldiers,Books
2893,0785155643,Ka-Zar: The Burning Season,Books
2894,0785155295,X-Men: Fallen Angels,Books
2895,0785157107,"Captain America, Vol. 2",Books
2896,0785156127,Spider-Man: The Complete Ben Reilly Epic Book 2,Books
2898,0785156380,Thor: Thunderstrike (Mighty Thor),Books
2899,0785157395,"Runaways, Vol. 5: Escape to New York",Books
2900,0785155449,"X-Men: New Mutants Classic, Vol. 6",Books
2901,0785157603,Spider-Man: The Vengeance of Venom,Books
2902,0785156909,X-Men: Prelude To Schism,Books
2904,0785157581,Spider-Man Through The Decades,Books
2905,0785156658,Silver Surfer: Devolution,Books
2906,0785157832,Deadpool: All in the Family,Books
2907,078515681X,"Wolverine and the X-Men, Vol. 2",Books
2908,078515776X,Onslaught Unleashed,Books
2909,078515793X,"Marvel Masterworks: Golden Age Captain America, Vol. 1",Books
2910,0785156372,Spider-Man: New York Stories,Books
2911,0785157891,Marvel Masterworks: Golden Age Sub-Mariner - Volume 1 (Marvel Masterworks (Numbered)),Books
2912,0785157204,Ultimate Comics Ultimates by Jonathan Hickman - Volume 2,Books
2913,0785158030,Official Handbook of the Marvel Universe A to Z Volume 1,Books
2914,0785157077,Deadpool Max,Books
2915,0785155236,Spider-Man: The Original Clone Saga,Books
2916,0785157735,Invincible Iron Man: Fear Itself,Books
2917,0785157794,Avenging Spider-Man: My Friends Can Beat Up Your Friends,Books
2918,0785157557,"Essential Peter Parker, The Spectacular Spider-Man - Volume 5",Books
2919,0785157093,"Captain America, Vol. 1",Books
2920,0785156453,X-Men: Season One,Books
2921,0785157387,Runaways Volume 4: True Believers,Books
2922,0785158197,Six Guns,Books
2923,0785157956,Fear Itself: Heroes for Hire,Books
2924,0785156615,"Fantastic Four by Waid &amp; Wieringo Ultimate Collection, Book 4",Books
2925,0785157638,Vengeance,Books
2926,0785158316,Official Handbook of the Marvel Universe A to Z Volume 2 (Official Handbook to the Marvel Universe a to Z),Books
2927,0785158103,Fear Itself: Black Panther: The Man Without Fear,Books
2928,0785156690,Mighty Avengers: Dark Reign,Books
2930,0785156917,"The Mighty Thor, Vol. 1",Books
2931,0785158111,"Venom, Vol. 1",Books
2933,0785158472,Venom: Lethal Protector,Books
2935,0785158014,Avengers Assemble: An Oral History of Earth's Mightiest Heroes,Books
2936,0785156682,X-Men: Schism,Books
2937,0785158324,Official Handbook of the Marvel Universe A to Z - Volume 3,Books
2939,0785158758,Marvel Masterworks: Captain America Volume 6,Books
2940,078515888X,"Uncanny X-Force, Vol. 4: The Dark Angel Saga, Book 2",Books
2942,0785157964,Fear Itself: Uncanny X-Force/The Deep,Books
2943,0785157840,From the Marvel Vault,Books
2944,0785157972,Uncanny X-Men: Fear Itself,Books
2945,0785158677,Marvel Masterworks: Atlas Era Tales of Suspense - Volume 4,Books
2946,078515759X,Spider-Man: The Next Chapter - Volume 1,Books
2947,0785158332,Official Handbook of the Marvel Universe A to Z - Volume 4,Books
2948,0785158200,Spider-Man: Season One,Books
2949,0785158693,Marvel Masterworks: The Uncanny X-Men Volume 4,Books
2950,0785158774,Marvel Masterworks: Captain Marvel Volume 4,Books
2951,0785157433,Fear Itself: Wolverine/New Mutants,Books
2952,0785158138,Marvel Universe Avengers: Spider-Man and the Avengers (Marvel Adventures/Marvel Universe),Books
2953,0785158146,"Secret Warriors, Vol. 6: Wheels Within Wheels",Books
2954,0785157727,Zombies Christmas Carol,Books
2955,0785156437,Daredevil: Season One,Books
2956,0785157778,"Fury MAX: My War Gone By, Vol. 1",Books
2957,0785157875,Astonishing X-Men: Children of the Brood,Books
2958,078515812X,Venom: The Savage Six,Books
2959,0785157697,"FF, Vol. 2",Books
2960,0785158480,Spider-Man: Chapter One (Spider-Man (Graphic Novels)),Books
2961,0785158456,Wolverine by Greg Rucka Ultimate Collection (Wolverine (Marvel) (Quality Paper)),Books
2962,0785156402,Spider-Man Ultimate Collection,Books
2963,0785158510,Defenders by Matt Fraction - Volume 1,Books
2964,0785158707,Marvel Masterworks: The Uncanny X-Men Volume 8,Books
2965,0785157123,"Ultimate Comics Spider-Man, Vol. 1",Books
2966,0785158499,Thunderbolts By Warren Ellis &amp; Mike Deodato Ultimate Collection,Books
2967,078515857X,The Amazing Spider-Man Omnibus - Volume 2,Books
2968,0785159398,Avengers: Hawkeye: Earth's Mightiest Marksman,Books
2969,0785156623,Fear Itself,Books
2970,0785158995,X-Force: Assault On Graymalkin,Books
2971,0785159037,Avengers: Solo Avengers Classic - Volume 1,Books
2972,0785159126,Ultimate Spider-Man: Death of Spider-Man Fallout,Books
2973,0785159142,"Brilliant, Vol. 1",Books
2974,0785158855,Marvel Masterworks: The Mighty Thor - Volume 11,Books
2975,0785158278,Black Widow: The Itsy-Bitsy Spider,Books
2976,0785157980,Fear Itself: Thunderbolts,Books
2977,0785159223,Thor by Kieron Gillen Ultimate Collection,Books
2978,0785158898,Deadpool - Volume 8: Operation Annihilation,Books
2979,0785159010,S.H.I.E.L.D.: Nick Fury VS. S.H.I.E.L.D.,Books
2980,0785157549,Essential Defenders - Volume 6,Books
